"","listing_id","availability_30","price_30","revenue_30"
"662",2328156,27,109,327
"663",2328467,30,NA,0
"664",2328750,22,203,1624
"665",2329373,0,30,900
"666",2330534,30,NA,0
"667",2341967,21,371,3339
"668",2343111,30,NA,0
"669",2349040,9,277.619047619048,5830
"670",2351521,26,180,720
"671",2357988,9,204.761904761905,4300
"672",2358901,30,NA,0
"673",2363107,20,780,7800
"674",2367110,30,NA,0
"675",2373473,27,125,375
"676",2375387,24,365,2190
"677",2377049,23,164.285714285714,1150
"678",2377151,30,NA,0
"679",2379694,27,85,255
"680",2379831,0,113,3390
"681",2380184,22,65,520
"682",2380245,30,NA,0
"683",2382191,10,187.5,3750
"684",2382267,30,NA,0
"685",2384400,30,NA,0
"686",2393110,30,NA,0
"687",2393278,29,80,80
"688",2393690,27,192,576
"689",2395061,30,NA,0
"690",2395221,29,165,165
"691",2396695,18,76,912
"692",2397352,27,215,645
"693",2400668,5,190,4750
"694",2404011,17,146.923076923077,1910
"695",2404555,22,605,4840
"696",2404926,0,89,2670
"697",2408698,17,255.461538461538,3321
"698",2409002,23,420,2940
"699",2409278,11,233.894736842105,4444
"700",2409835,12,96.6666666666667,1740
"701",2410136,17,235,3055
"702",2410298,13,201.058823529412,3418
"703",2410420,13,106.588235294118,1812
"704",2410463,0,150,4500
"705",2418224,15,55,825
"706",2421258,11,158.684210526316,3015
"707",2421595,20,159.7,1597
"708",2421675,0,298,8940
"709",2422184,23,55,385
"710",2422659,15,181.466666666667,2722
"711",2422732,29,739,739
"712",2425425,23,66.4285714285714,465
"713",2429928,24,787,4722
"714",2431240,30,NA,0
"715",2438971,30,NA,0
"716",2439342,27,62,186
"717",2443966,28,130,260
"718",2446085,23,130,910
"719",2446400,30,NA,0
"720",2449394,29,85,85
"721",2449518,14,63.75,1020
"722",2450287,29,75,75
"723",2452334,18,91.6666666666667,1100
"724",2453116,29,120,120
"725",2456171,0,160,4800
"726",2459505,30,NA,0
"727",2459759,30,NA,0
"728",2463054,14,124.4375,1991
"729",2470600,0,396.6,11898
"730",2473625,0,250,7500
"731",2475537,20,109,1090
"732",2477587,30,NA,0
"733",2481276,30,NA,0
"734",2487017,29,199,199
"735",2487248,30,NA,0
"736",2488278,27,99,297
"737",2490128,27,150,450
"738",2490491,19,160,1760
"739",2492054,29,53,53
"740",2500151,3,60.1851851851852,1625
"741",2503917,21,78.3333333333333,705
"742",2506463,28,95,190
"743",2510624,30,NA,0
"744",2510730,23,190,1330
"745",2511032,15,79,1185
"746",2517207,26,95,380
"747",2518166,22,292.5,2340
"748",2527681,30,NA,0
"749",2530195,0,120,3600
"750",2534893,27,450,1350
"751",2536957,27,100,300
"752",2540994,23,40,280
"753",2544688,30,NA,0
"754",2544934,27,200,600
"755",2545373,22,224.875,1799
"756",2545740,0,295,8850
"757",2560090,25,159,795
"758",2574264,30,NA,0
"759",2581295,27,250,750
"760",2582339,30,NA,0
"761",2589879,25,169,845
"762",2593291,21,100,900
"763",2599519,28,90,180
"764",2600257,23,68.5714285714286,480
"765",2604925,11,247.631578947368,4705
"766",2613792,12,550.555555555556,9910
"767",2616644,3,164,4428
"768",2633072,0,650,19500
"769",2633668,18,137,1644
"770",2640979,1,120,3480
"771",2644237,27,150,450
"772",2647678,14,145,2320
"773",2652114,0,450,13500
"774",2657492,30,NA,0
"775",2664659,9,279.047619047619,5860
"776",2669792,0,40,1200
"777",2680319,18,86.5,1038
"778",2683335,22,382.5,3060
"779",2689512,30,NA,0
"780",2691507,28,42,84
"781",2698388,30,NA,0
"782",2707952,20,49,490
"783",2721307,30,NA,0
"784",2724292,18,350,4200
"785",2724608,24,150,900
"786",2725970,17,112.307692307692,1460
"787",2728722,30,NA,0
"788",2733174,30,NA,0
"789",2736818,23,96,672
"790",2744970,28,160,320
"791",2745344,30,NA,0
"792",2752659,26,45,180
"793",2766520,30,NA,0
"794",2766904,10,162.95,3259
"795",2767047,30,NA,0
"796",2767121,30,NA,0
"797",2768916,19,60.6363636363636,667
"798",2773058,7,373.04347826087,8580
"799",2774865,15,214.666666666667,3220
"800",2776403,30,NA,0
"801",2776888,30,NA,0
"802",2783125,11,61,1159
"803",2783155,21,82.7777777777778,745
"804",2789557,30,NA,0
"805",2789662,30,NA,0
"806",2793250,30,NA,0
"807",2793483,5,93.52,2338
"808",2795604,30,NA,0
"809",2796090,0,40.7333333333333,1222
"810",2797343,25,80,400
"811",2805764,6,290,6960
"812",2806885,30,NA,0
"813",2807897,30,NA,0
"814",2816288,4,74.2307692307692,1930
"815",2816468,16,70,980
"816",2820180,30,NA,0
"817",2820570,19,98.2727272727273,1081
"818",2824586,30,NA,0
"819",2831141,27,99,297
"820",2836811,30,NA,0
"821",2843772,30,NA,0
"822",2854978,27,120,360
"823",2856125,21,125,1125
"824",2859015,29,230,230
"825",2859423,30,NA,0
"826",2861239,29,75,75
"827",2862640,13,500,8500
"828",2868595,25,300,1500
"829",2869703,0,120,3600
"830",2870193,17,253.076923076923,3290
"831",2872076,28,215,430
"832",2872560,30,NA,0
"833",2872568,16,65.7142857142857,920
"834",2874612,29,240,240
"835",2877231,18,86.8333333333333,1042
"836",2877556,30,NA,0
"837",2878328,30,NA,0
"838",2881398,11,134.736842105263,2560
"839",2884796,29,150,150
"840",2885450,29,240,240
"841",2885525,21,140,1260
"842",2886510,22,129.5,1036
"843",2888950,23,45.7142857142857,320
"844",2893087,30,NA,0
"845",2895012,29,650,650
"846",2895056,29,130,130
"847",2901741,0,185,5550
"848",2904660,28,450,900
"849",2905108,19,129.545454545455,1425
"850",2910128,0,49,1470
"851",2913428,30,NA,0
"852",2921138,29,95,95
"853",2923909,30,NA,0
"854",2925672,17,150.153846153846,1952
"855",2926875,30,NA,0
"856",2937455,29,82,82
"857",2945162,17,161.923076923077,2105
"858",2945772,19,165,1815
"859",2946533,17,202.692307692308,2635
"860",2947575,0,327,9810
"861",2948445,11,92.8947368421053,1765
"862",2951038,8,110,2420
"863",2951261,0,38,1140
"864",2952256,0,60,1800
"865",2954384,1,146.379310344828,4245
"866",2958256,14,130,2080
"867",2960408,15,538.666666666667,8080
"868",2963376,13,55,935
"869",2963691,19,720,7920
"870",2966773,4,324.615384615385,8440
"871",2966884,20,58,580
"872",2967289,24,70,420
"873",2967609,23,70.7142857142857,495
"874",2971182,30,NA,0
"875",2971625,22,210,1680
"876",2971929,30,NA,0
"877",2976851,23,75,525
"878",2982199,12,176,3168
"879",2982599,20,315,3150
"880",2983146,29,223,223
"881",2988617,30,NA,0
"882",2994325,24,276.666666666667,1660
"883",3003428,18,300,3600
"884",3004089,29,200,200
"885",3004902,27,180,540
"886",3005071,30,NA,0
"887",3008207,20,108,1080
"888",3009197,21,210,1890
"889",3009917,30,NA,0
"890",3014492,0,123.333333333333,3700
"891",3020779,22,445,3560
"892",3025558,25,48,240
"893",3029803,21,225,2025
"894",3030948,0,150,4500
"895",3033831,25,98,490
"896",3034672,30,NA,0
"897",3035766,30,NA,0
"898",3036505,15,150,2250
"899",3036588,0,1132.1,33963
"900",3037401,17,173.461538461538,2255
"901",3039915,9,49.8571428571429,1047
"902",3040104,22,57.5,460
"903",3044216,26,110,440
"904",3044531,11,160,3040
"905",3044840,30,NA,0
"906",3045638,30,NA,0
"907",3045906,11,262.631578947368,4990
"908",3045914,28,145,290
"909",3047060,9,271.666666666667,5705
"910",3047685,9,202.619047619048,4255
"911",3048119,0,437.666666666667,13130
"912",3056878,0,225,6750
"913",3059546,0,110,3300
"914",3064267,0,399,11970
"915",3070862,16,170.714285714286,2390
"916",3087664,21,195,1755
"917",3091090,28,400,800
"918",3101342,29,150,150
"919",3101861,30,NA,0
"920",3102179,0,91.1333333333333,2734
"921",3106103,30,NA,0
"922",3107364,29,226,226
"923",3109173,25,471,2355
"924",3111682,0,89.8333333333333,2695
"925",3119363,29,60,60
"926",3120157,29,100,100
"927",3121970,19,59.7272727272727,657
"928",3128153,27,280,840
"929",3135526,29,210,210
"930",3136685,11,128.684210526316,2445
"931",3137010,12,120,2160
"932",3138770,29,325,325
"933",3141273,30,NA,0
"934",3146992,30,NA,0
"935",3148582,30,NA,0
"936",3153463,0,55,1650
"937",3156356,0,115.866666666667,3476
"938",3169140,23,250,1750
"939",3172293,30,NA,0
"940",3173485,18,46.3333333333333,556
"941",3178240,20,52,520
"942",3184037,15,400,6000
"943",3187079,19,470,5170
"944",3188116,30,NA,0
"945",3201932,30,NA,0
"946",3206982,27,189,567
"947",3215305,29,150,150
"948",3216309,27,120,360
"949",3221368,28,217,434
"950",3222440,20,169,1690
"951",3222517,27,160,480
"952",3225230,7,116.521739130435,2680
"953",3227641,29,350,350
"954",3242151,30,NA,0
"955",3245132,24,117.5,705
"956",3248217,28,85,170
"957",3248829,25,27,135
"958",3251825,0,75,2250
"959",3257254,29,110,110
"960",3265618,10,95,1900
"961",3274482,30,NA,0
"962",3275784,0,150,4500
